name,price,nro_of_nights,star_rating,review_score,review_count,room_type,part_of_city,distance_from_center,url,address,source,clean_address,latitude,longitude
Livia's Hideaway Canalbelt,332.43,1,4.0,9.2,24.0,Deluxe Apartment,Amsterdam City Centre,1.2,https://www.booking.com/hotel/nl/prince-royal-apartment.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=577&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=125718101_274023886_2_0_0&highlighted_blocks=125718101_274023886_2_0_0&matching_block_id=125718101_274023886_2_0_0&sr_pri_blocks=125718101_274023886_2_0_0__232665&from=searchresults,"Amstelveld, Amsterdam City Centre, 1017 JD Amsterdam, Netherlands
location — rated 9.8/10!",booking,"Amstelveld, 1017 JD Amsterdam, Netherlands",52.3624016,4.8979794
T kan Verkeren - Houseboat,224.0,1,4.0,9.3,19.0,Deluxe Family Suite,Amsterdam Noord,1.9,https://www.booking.com/hotel/nl/t-kan-verkeren-houseboat.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=578&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=1334806601_405963071_2_0_0&highlighted_blocks=1334806601_405963071_2_0_0&matching_block_id=1334806601_405963071_2_0_0&sr_pri_blocks=1334806601_405963071_2_0_0__156826&from=searchresults,"Grasweg 8A, Amsterdam Noord, 1031 HW Amsterdam, Netherlands
location — rated 9/10!",booking,"Grasweg 8A, 1031 HW Amsterdam, Netherlands",52.388902,4.9026784
Boutique Garden Apartment,419.71,1,4.0,8.0,1.0,Two-Bedroom Apartment,Zuideramstel,2.9,https://www.booking.com/hotel/nl/boutique-garden-apartment.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=579&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=1469150601_418255886_3_0_0&highlighted_blocks=1469150601_418255886_3_0_0&matching_block_id=1469150601_418255886_3_0_0&sr_pri_blocks=1469150601_418255886_3_0_0__293799&from=searchresults,"Churchill-laan 115h, Zuideramstel, 1078 DW Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Churchill-laan 115h, 1078 DW Amsterdam, Netherlands",52.3466656,4.8947036
Motorjacht At Ease,260.71,1,,9.4,35.0,Cabin on Boat,Zuideramstel,5.1,https://www.booking.com/hotel/nl/motorjacht-at-ease.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=580&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=1269715901_404817666_2_0_0&highlighted_blocks=1269715901_404817666_2_0_0&matching_block_id=1269715901_404817666_2_0_0&sr_pri_blocks=1269715901_404817666_2_0_0__182482&from=searchresults,"Jollenpad 10, Zuideramstel, 1081 KC Amsterdam, Netherlands
location — rated 9.1/10!",booking,"Jollenpad 10, 1081 KC Amsterdam, Netherlands",52.3356193,4.8484376
Orange Suite Studio,221.57,1,3.0,9.0,157.0,Studio,Amsterdam City Centre,450.0,https://www.booking.com/hotel/nl/orange-suite-studio.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=581&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=37941101_88709476_2_0_0&highlighted_blocks=37941101_88709476_2_0_0&matching_block_id=37941101_88709476_2_0_0&sr_pri_blocks=37941101_88709476_2_0_0__155096&from=searchresults,"Sint Jacobsdwarsstraat 4, Amsterdam City Centre, 1012 ND Amsterdam, Netherlands
location — rated 9.8/10!",booking,"Sint Jacobsdwarsstraat 4, 1012 ND Amsterdam, Netherlands",52.3764446,4.8952244
Houseboat Westerdok,161.57,1,3.0,8.7,154.0,Studio Apartment,Amsterdam City Centre,1.2,https://www.booking.com/hotel/nl/houseboat-westerdok.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=582&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=163380801_329603826_2_0_0&highlighted_blocks=163380801_329603826_2_0_0&matching_block_id=163380801_329603826_2_0_0&sr_pri_blocks=163380801_329603826_2_0_0__113140&from=searchresults,"Westerdok 3, Amsterdam City Centre, 1013 AZ Amsterdam, Netherlands
location — rated 9.3/10!",booking,"Westerdok 3, 1013 AZ Amsterdam, Netherlands",52.3836031,4.8912141
Hotelboat Iris,231.57,1,,9.5,436.0,Double or Twin Room,Amsterdam City Centre,1.2,https://www.booking.com/hotel/nl/hotelboot-iris.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=583&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=34512005_403509198_2_1_0&highlighted_blocks=34512005_403509198_2_1_0&matching_block_id=34512005_403509198_2_1_0&sr_pri_blocks=34512005_403509198_2_1_0__162099&from=searchresults,"Oosterdok t/o 2 Steiger 2, Amsterdam City Centre, 1011 VX Amsterdam, Netherlands
location — rated 9.6/10!",booking,"Oosterdok t/o 2 Steiger 2, 1011 VX Amsterdam, Netherlands",,
SWEETS - Oosterdoksdraaibrug,638.29,1,3.0,9.5,14.0,One-Bedroom Apartment,Amsterdam City Centre,1.2,https://www.booking.com/hotel/nl/sweets-oosterdoksdraaibrug.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=584&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=1263950201_399047286_2_0_0&highlighted_blocks=1263950201_399047286_2_0_0&matching_block_id=1263950201_399047286_2_0_0&sr_pri_blocks=1263950201_399047286_2_0_0__446771&from=searchresults,"Oosterdokskade 100, Amsterdam City Centre, 1011 AE Amsterdam, Netherlands
location — rated 9.9/10!",booking,"Oosterdokskade 100, 1011 AE Amsterdam, Netherlands",52.3755824,4.9107711
BnB Souterrain,96.71,1,3.0,6.3,12.0,Double Room,Oud-West,1.5,https://www.booking.com/hotel/nl/bnb-souterrain-amsterdam1.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=585&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=1207295601_392927520_2_0_0&highlighted_blocks=1207295601_392927520_2_0_0&matching_block_id=1207295601_392927520_2_0_0&sr_pri_blocks=1207295601_392927520_2_0_0__67745&from=searchresults,"De Clercqstraat 26h, Oud-West, 1052 NE Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"De Clercqstraat 26h, Oud-West, 1052 NE Amsterdam, Netherlands",52.3713924,4.8716385
Amigo Hotel,98.71,1,2.0,7.3,54.0,Double Room with Private Bathroom,Oost,3.0,https://www.booking.com/hotel/nl/amigo.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=586&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=1371082301_409314596_0_0_0&highlighted_blocks=1371082301_409314596_0_0_0&matching_block_id=1371082301_409314596_0_0_0&sr_pri_blocks=1371082301_409314596_0_0_0__69110&from=searchresults,"Linnaeusstraat 203, Oost, 1093 EN Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Linnaeusstraat 203, 1093 EN Amsterdam, Netherlands",52.3565414,4.927695
SWEETS - Nieuwe Amstelbrug,228.0,1,3.0,8.3,58.0,Apartment with Lake View,De Pijp,2.1,https://www.booking.com/hotel/nl/sweets-nieuwe-amstelbrug.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=587&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=424553501_243294904_2_0_0&highlighted_blocks=424553501_243294904_2_0_0&matching_block_id=424553501_243294904_2_0_0&sr_pri_blocks=424553501_243294904_2_0_0__159571&from=searchresults,"36 Amsteldijk, 1074 HV Amsterdam, Netherlands
location — rated 9.1/10!",booking,"36 Amsteldijk, 1074 HV Amsterdam, Netherlands",52.3557627,4.9054562
Quarenta Studio,165.57,1,3.0,9.3,107.0,Studio with Garden,Osdorp,7.7,https://www.booking.com/hotel/nl/quarenta.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=588&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=42553701_248177520_2_0_0&highlighted_blocks=42553701_248177520_2_0_0&matching_block_id=42553701_248177520_2_0_0&sr_pri_blocks=42553701_248177520_2_0_0__115861&from=searchresults,"Cycladenlaan 106, Osdorp, 1060 LZ Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Cycladenlaan 106, 1060 LZ Amsterdam, Netherlands",52.3452,4.7891301
Hotel TwentySeven - Small Luxury Hotels of the World,868.29,1,5.0,9.7,260.0,One Bedroom Suite,Amsterdam City Centre,50.0,https://www.booking.com/hotel/nl/twentyseven-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=589&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=278594002_106951267_0_0_0&highlighted_blocks=278594002_106951267_0_0_0&matching_block_id=278594002_106951267_0_0_0&sr_pri_blocks=278594002_106951267_0_0_0__607848&from=searchresults,"27 Dam, Amsterdam City Centre, 1012 JS Amsterdam, Netherlands
location — rated 9.9/10!",booking,"27 Dam, 1012 JS Amsterdam, Netherlands",52.3725106,4.8932522
City Rooms Amsterdam Hemonystraat - Digital access,155.0,1,,7.1,243.0,Economy Queen Room (Basement),De Pijp,1.8,https://www.booking.com/hotel/nl/limehome-amsterdam-hemonystraat.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=590&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=887962801_358409801_2_0_0&highlighted_blocks=887962801_358409801_2_0_0&matching_block_id=887962801_358409801_2_0_0&sr_pri_blocks=887962801_358409801_2_0_0__108500&from=searchresults,"1A Hemonystraat, 1074 BK Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"1A Hemonystraat, 1074 BK Amsterdam, Netherlands",52.35812,4.9021068
Orange Tulip Hotel,108.14,1,1.0,6.3,853.0,Small Double Room Without window With Private Bathroom,Amsterdam City Centre,450.0,https://www.booking.com/hotel/nl/oranjetulp.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=591&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=1043124_101891380_2_0_0&highlighted_blocks=1043124_101891380_2_0_0&matching_block_id=1043124_101891380_2_0_0&sr_pri_blocks=1043124_101891380_2_0_0__75742&from=searchresults,"Damrak 32, Amsterdam City Centre, 1012 LK Amsterdam, Netherlands
location — rated 9.2/10!",booking,"Damrak 32, 1012 LK Amsterdam, Netherlands",52.3760831,4.8965471
Plantage Hortus Apartments,891.71,1,3.0,7.0,870.0,Studio,Amsterdam City Centre,1.4,https://www.booking.com/hotel/nl/plantage-apartment-suites.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=592&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=36147108_90921180_0_0_0&highlighted_blocks=36147108_90921180_0_0_0&matching_block_id=36147108_90921180_0_0_0&sr_pri_blocks=36147108_90921180_0_0_0__624220&from=searchresults,"Different locations in the Plantage district, Amsterdam City Centre, 1018 TL Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Different locations in the Plantage district, 1018 TL Amsterdam, Netherlands",,
Canal Hideaway,173.0,1,3.0,9.0,233.0,Double Room with Private Bathroom,Amsterdam City Centre,0.6,https://www.booking.com/hotel/nl/canal-hideaway.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=593&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=890925602_364632025_2_0_0&highlighted_blocks=890925602_364632025_2_0_0&matching_block_id=890925602_364632025_2_0_0&sr_pri_blocks=890925602_364632025_2_0_0__121063&from=searchresults,"Herengracht 57, Amsterdam City Centre, 1015 BC Amsterdam, Netherlands
location — rated 9.8/10!",booking,"Herengracht 57, 1015 BC Amsterdam, Netherlands",52.3779829,4.8912568
Amigo Budget Hotel,67.14,1,,6.3,3161.0,Double Room with Shared Bathroom,Oost,3.0,https://www.booking.com/hotel/nl/amigo-budget-hostel.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=595&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=38476669_89015302_2_0_0&highlighted_blocks=38476669_89015302_2_0_0&matching_block_id=38476669_89015302_2_0_0&sr_pri_blocks=38476669_89015302_2_0_0__47039&from=searchresults,"Linnaeusstraat 199-201, Oost, 1093 EN Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Linnaeusstraat 199-201, 1093 EN Amsterdam, Netherlands",52.3568159,4.9273156
Beautiful Amstel houseboat,205.29,1,,9.1,41.0,One-Bedroom Apartment,Zuideramstel,3.8,https://www.booking.com/hotel/nl/beautyful-amstel-houseboat.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=596&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=1023173001_380587571_2_0_0&highlighted_blocks=1023173001_380587571_2_0_0&matching_block_id=1023173001_380587571_2_0_0&sr_pri_blocks=1023173001_380587571_2_0_0__143669&from=searchresults,"842 Amsteldijk, Zuideramstel, 1079 LM Amsterdam, Netherlands
location — rated 9.2/10!",booking,"842 Amsteldijk, 1079 LM Amsterdam, Netherlands",52.3415172,4.9139408
Skinny Bridge Boutique Stay,280.57,1,3.0,9.3,30.0,Double Room with Private Bathroom,Amsterdam City Centre,1.2,https://www.booking.com/hotel/nl/skinny-bridge-boutique-stay.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=597&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=1315857001_404346455_2_0_0&highlighted_blocks=1315857001_404346455_2_0_0&matching_block_id=1315857001_404346455_2_0_0&sr_pri_blocks=1315857001_404346455_2_0_0__196434&from=searchresults,"Amstel 73h, Amsterdam City Centre, 1018ek Amsterdam, Netherlands
location — rated 9.9/10!",booking,"Amstel 73h, Amsterdam City Centre, 1018ek Amsterdam, Netherlands",,
EMPIRIC Keizersgracht,165.57,1,3.0,9.1,217.0,Deluxe King Suite,Amsterdam City Centre,1.0,https://www.booking.com/hotel/nl/empiric-keizersgracht.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=598&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=506976201_174537641_2_2_0&highlighted_blocks=506976201_174537641_2_2_0&matching_block_id=506976201_174537641_2_2_0&sr_pri_blocks=506976201_174537641_2_2_0__115927&from=searchresults,"Keizersgracht 615 HS 1017DS Amsterdam, Amsterdam City Centre, 1017 DS Amsterdam, Netherlands
location — rated 9.9/10!",booking,"Keizersgracht 615 HS 1017DS Amsterdam, 1017 DS Amsterdam, Netherlands",,
Modern Hideout Ace Location,206.29,1,,6.9,167.0,Double Room with Balcony,Amsterdam City Centre,1.2,https://www.booking.com/hotel/nl/modern-hideout-ace-location.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=599&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=718210002_301820933_0_0_0&highlighted_blocks=718210002_301820933_0_0_0&matching_block_id=718210002_301820933_0_0_0&sr_pri_blocks=718210002_301820933_0_0_0__144388&from=searchresults,"11 Kleine-Gartmanplantsoen, Amsterdam City Centre, 1017 RP Amsterdam, Netherlands
location — rated 9.2/10!",booking,"11 Kleine-Gartmanplantsoen, 1017 RP Amsterdam, Netherlands",52.3635201,4.8836054
"Very nice cottage in Durgerdam, with private garden, free parking, pets allowed",285.0,1,4.0,8.9,125.0,Two-Bedroom House,Amsterdam Noord,7.3,https://www.booking.com/hotel/nl/very-nice-cottage-in-durgerdam-with-private-garden-free-parking-pets-allowed.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=600&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=731590901_326161386_0_0_0&highlighted_blocks=731590901_326161386_0_0_0&matching_block_id=731590901_326161386_0_0_0&sr_pri_blocks=731590901_326161386_0_0_0__199487&from=searchresults,"Durgerdammerdijk, Amsterdam Noord, 1026 CM Amsterdam, Netherlands
location — rated 9.1/10!",booking,"Durgerdammerdijk, 1026 CM Amsterdam, Netherlands",52.3812261,5.0022499
Tulip of Amsterdam,214.0,1,4.0,9.3,142.0,Superior King Room,Amsterdam City Centre,500.0,https://www.booking.com/hotel/nl/tulip-of-amsterdam-b.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=601&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=39562102_93861926_2_0_0&highlighted_blocks=39562102_93861926_2_0_0&matching_block_id=39562102_93861926_2_0_0&sr_pri_blocks=39562102_93861926_2_0_0__149799&from=searchresults,"Kloveniersburgwal 9, Amsterdam City Centre, 1011 JT Amsterdam, Netherlands
location — rated 9.6/10!",booking,"Kloveniersburgwal 9, 1011 JT Amsterdam, Netherlands",52.3718444,4.8999605
